date,symbol,date,open,high,low,close,volume,Returns,Log Returns,Standard Deviation (60d),Standard Deviation (200d)
1993-01-29,SPY,1993-01-29,27.94567,27.94567,27.80585,27.9266,1578445.0,,,,
1993-02-01,SPY,1993-02-01,27.94567,28.12363,27.94567,28.12363,756023.0,0.0070552806285,0.0070305085837,,
1993-02-02,SPY,1993-02-02,28.10456,28.20625,28.04736,28.18083,316727.0,0.00203387685018,0.00203181132287,,
1993-02-03,SPY,1993-02-03,28.22532,28.49861,28.20625,28.47954,832963.0,0.0105997587722,0.010543975178,,
1993-02-04,SPY,1993-02-04,28.58123,28.6575,28.26345,28.6003,836267.0,0.0042402370263,0.00423127255334,,
1993-02-05,SPY,1993-02-05,28.58123,28.63843,28.42234,28.58123,774275.0,-0.000666776222627,-0.000666998616756,,
1993-02-08,SPY,1993-02-08,28.58123,28.68292,28.5431,28.58123,937909.0,0.0,0.0,,
1993-02-09,SPY,1993-02-09,28.47954,28.47954,28.32065,28.38421,192113.0,-0.00689333524135,-0.00691720403034,,
1993-02-10,SPY,1993-02-10,28.38421,28.44141,28.30158,28.42234,597266.0,0.00134335251888,0.00134245102814,,
1993-02-11,SPY,1993-02-11,28.46047,28.68292,28.46047,28.56216,30681.0,0.00491936976336,0.00490730920133,,
1993-02-12,SPY,1993-02-12,28.52403,28.52403,28.33972,28.33972,66869.0,-0.00778792640333,-0.00781841067816,,
1993-02-16,SPY,1993-02-16,28.26345,28.26345,27.58975,27.62789,589714.0,-0.0251177499284,-0.0254385844348,,
1993-02-17,SPY,1993-02-17,27.62789,27.66602,27.50713,27.60882,331832.0,-0.000690244531884,-0.000690482860317,,
1993-02-18,SPY,1993-02-18,27.9266,27.9266,27.20842,27.58975,594906.0,-0.000690721298484,-0.000690959956343,,
1993-02-19,SPY,1993-02-19,27.58975,27.68509,27.54527,27.68509,54912.0,0.00345563116737,0.00344967419345,,
1993-02-22,SPY,1993-02-22,27.76771,27.82491,27.68509,27.78678,808103.0,0.00367309624061,0.00366636689593,,
1993-02-23,SPY,1993-02-23,27.86305,27.88847,27.62789,27.76771,587983.0,-0.000686297584679,-0.000686533194671,,
1993-02-24,SPY,1993-02-24,27.78678,28.12363,27.78678,28.12363,41380.0,0.012817765671,0.0127363133983,,
1993-02-25,SPY,1993-02-25,28.10456,28.20625,28.04736,28.18083,70016.0,0.00203387685018,0.00203181132287,,
1993-02-26,SPY,1993-02-26,28.24438,28.24438,28.08549,28.22532,104159.0,0.00157873277686,0.00157748788832,,
1993-03-01,SPY,1993-03-01,28.32065,28.32065,28.10456,28.14269,104631.0,-0.00292751331074,-0.0029318068595,,
1993-03-02,SPY,1993-03-02,28.16176,28.56216,28.12363,28.56216,286990.0,0.0149051139035,0.0147951242849,,
1993-03-03,SPY,1993-03-03,28.6003,28.70199,28.56216,28.68292,440712.0,0.00422797155397,0.00421905879534,,
1993-03-04,SPY,1993-03-04,28.72105,28.72105,28.52403,28.52403,140820.0,-0.00553953363186,-0.0055549337476,,
1993-03-05,SPY,1993-03-05,28.56216,28.68292,28.42234,28.44141,62936.0,-0.00289650515723,-0.00290070814624,,
1993-03-08,SPY,1993-03-08,28.49861,29.07697,28.49861,29.07697,79929.0,0.0223462901452,0.0221002701482,,
1993-03-09,SPY,1993-03-09,29.01977,29.03884,28.91808,28.97528,266378.0,-0.00349726948853,-0.00350339923122,,
1993-03-10,SPY,1993-03-10,28.97528,29.03884,28.86088,29.03884,305870.0,0.0021935939877,0.00219119157305,,
1993-03-11,SPY,1993-03-11,29.0579,29.13417,28.91808,28.95621,111554.0,-0.00284549933813,-0.00284955546767,,
1993-03-12,SPY,1993-03-12,28.72105,28.74012,28.47954,28.6575,1012646.0,-0.0103159218696,-0.0103694997805,,
1993-03-15,SPY,1993-03-15,28.63843,28.79732,28.63843,28.79732,489015.0,0.00487900200646,0.00486713824938,,
1993-03-16,SPY,1993-03-16,28.79732,28.87994,28.79732,28.79732,48461.0,0.0,0.0,,
1993-03-17,SPY,1993-03-17,28.75919,28.75919,28.58123,28.61936,34300.0,-0.00617974172597,-0.00619891536276,,
1993-03-18,SPY,1993-03-18,28.74012,28.91808,28.74012,28.79732,93303.0,0.00621816840069,0.00619891536276,,
1993-03-19,SPY,1993-03-19,28.9939,28.9939,28.83382,28.83382,104478.0,0.00126747905708,0.00126667648359,,
1993-03-22,SPY,1993-03-22,28.55208,28.73777,28.53287,28.67374,286417.0,-0.00555181380754,-0.00556728240489,,
1993-03-23,SPY,1993-03-23,28.75698,28.77619,28.69295,28.73777,86206.0,0.00223305365816,0.00223056409936,,
1993-03-24,SPY,1993-03-24,28.69295,28.85303,28.55208,28.73777,58095.0,0.0,0.0,,
1993-03-25,SPY,1993-03-25,28.75698,28.97469,28.71216,28.91706,171944.0,0.00623882785616,0.00621944693736,,
